,title,abstract,summary,date
1522,Cryo-EM structures of recombinant human sodium-potassium pump determined in three different states,"Sodium-Potassium Pump (Na+/K+-ATPase, NKA) is an ion pump that generates an electrochemical gradient of sodium and potassium ions across the plasma membrane by hydrolyzing ATP. During each Post-Albers cycle, NKA exchanges three cytoplasmic sodium ions for two extracellular potassium ions through alternating changes between the E1 and E2 states. Hitherto, several steps remained unknown during the complete working cycle of NKA. Here, we report cryo-electron microscopy (cryo-EM) structures of recombinant human NKA (hNKA) in three distinct states at 2.7–3.2 Å resolution, representing the E1·3Na and E1·3Na·ATP states with cytosolic gates open and the basic E2·[2K] state, respectively. This work provides the insights into the cytoplasmic Na+ entrance pathway and the mechanism of cytoplasmic gate closure coupled with ATP hydrolysis, filling crucial gaps in the structural elucidation of the Post-Albers cycle of NKA.","Sodium-Potassium Pump (Na+/K+-ATPase, NKA) generates an electrochemical gradient of sodium and potassium ions across the plasma membrane by hydrolyzing ATP. Here, the authors report structures of human NKA providing insight into the cytoplasmic Na+ entrance and the cytoplasmic gate closure coupled to ATP hydrolysis.",2022-07-08
1523,PRMT5 activates AKT via methylation to promote tumor metastasis,"Protein arginine methyltransferase 5 (PRMT5) is the primary methyltransferase generating symmetric-dimethyl-arginine marks on histone and non-histone proteins. PRMT5 dysregulation is implicated in multiple oncogenic processes. Here, we report that PRMT5-mediated methylation of protein kinase B (AKT) is required for its subsequent phosphorylation at Thr308 and Ser473. Moreover, pharmacologic or genetic inhibition of PRMT5 abolishes AKT1 arginine 15 methylation, thereby preventing AKT1 translocation to the plasma membrane and subsequent recruitment of its upstream activating kinases PDK1 and mTOR2. We show that PRMT5/AKT signaling controls the expression of the epithelial-mesenchymal-transition transcription factors ZEB1, SNAIL, and TWIST1. PRMT5 inhibition significantly attenuates primary tumor growth and broadly blocks metastasis in multiple organs in xenograft tumor models of high-risk neuroblastoma. Collectively, our results suggest that PRMT5 inhibition augments anti-AKT or other downstream targeted therapeutics in high-risk metastatic cancers.","‘Protein arginine methyltransferase 5 (PRMT5) is known to regulate the expression of genes involved in metastasis. Here, the authors show that PRMT5 methylates Akt and methylation is required for phosphorylation and activation of Akt; ultimately leading to the increase in expression of pro-metastatic transcription factors.",2022-07-08
1524,A luciferase prosubstrate and a red bioluminescent calcium indicator for imaging neuronal activity in mice,"Although fluorescent indicators have been broadly utilized for monitoring bioactivities, fluorescence imaging, when applied to mammals, is limited to superficial targets or requires invasive surgical procedures. Thus, there is emerging interest in developing bioluminescent indicators for noninvasive mammalian imaging. Bioluminescence imaging (BLI) of neuronal activity is highly desired but hindered by insufficient photons needed to digitalize fast brain activities. In this work, we develop a luciferase prosubstrate deliverable at an increased dose and activated in vivo by nonspecific esterase. We further engineer a bright, bioluminescent indicator with robust responsiveness to calcium ions (Ca2+) and appreciable emission above 600 nm. Integration of these advantageous components enables the imaging of the activity of neuronal ensembles in awake mice minimally invasively with excellent signal-to-background and subsecond temporal resolution. This study thus establishes a paradigm for studying brain function in health and disease.",Bioluminescence imaging of neuronal activity is desired. Here the authors report a luciferase prosubstrate activatable in vivo by nonspecific esterase and engineer a bioluminescent indicator with responsiveness to calcium ions: integration of these components enabled imaging of neuronal activity in mice.,2022-07-08
1525,Upper airway gene expression shows a more robust adaptive immune response to SARS-CoV-2 in children,"Unlike other respiratory viruses, SARS-CoV-2 disproportionately causes severe disease in older adults whereas disease burden in children is lower. To investigate whether differences in the upper airway immune response may contribute to this disparity, we compare nasopharyngeal gene expression in 83 children (<19-years-old; 38 with SARS-CoV-2, 11 with other respiratory viruses, 34 with no virus) and 154 older adults (>40-years-old; 45 with SARS-CoV-2, 28 with other respiratory viruses, 81 with no virus). Expression of interferon-stimulated genes is robustly activated in both children and adults with SARS-CoV-2 infection compared to the respective non-viral groups, with only subtle distinctions. Children, however, demonstrate markedly greater upregulation of pathways related to B cell and T cell activation and proinflammatory cytokine signaling, including response to TNF and production of IFNγ, IL-2 and IL-4. Cell type deconvolution confirms greater recruitment of B cells, and to a lesser degree macrophages, to the upper airway of children. Only children exhibit a decrease in proportions of ciliated cells, among the primary targets of SARS-CoV-2, upon infection. These findings demonstrate that children elicit a more robust innate and especially adaptive immune response to SARS-CoV-2 in the upper airway that likely contributes to their protection from severe disease in the lower airway.","The difference between children and adults in response to SARS-CoV-2 infection is not clearly established. Here the authors use gene expression analysis of nasopharyngeal samples from children and adults and show a higher level of immune response in children compared to adults, including of B and T cell activation.",2022-07-08
1526,Mast4 determines the cell fate of MSCs for bone and cartilage development,"Mesenchymal stromal cells (MSCs) differentiation into different lineages is precisely controlled by signaling pathways. Given that protein kinases play a crucial role in signal transduction, here we show that Microtubule Associated Serine/Threonine Kinase Family Member 4 (Mast4) serves as an important mediator of TGF-β and Wnt signal transduction in regulating chondro-osteogenic differentiation of MSCs. Suppression of Mast4 by TGF-β1 led to increased Sox9 stability by blocking Mast4-induced Sox9 serine 494 phosphorylation and subsequent proteasomal degradation, ultimately enhancing chondrogenesis of MSCs. On the other hand, Mast4 protein, which stability was enhanced by Wnt-mediated inhibition of GSK-3β and subsequent Smurf1 recruitment, promoted β-catenin nuclear localization and Runx2 activity, increasing osteogenesis of MSCs. Consistently, Mast4−/− mice demonstrated excessive cartilage synthesis, while exhibiting osteoporotic phenotype. Interestingly, Mast4 depletion in MSCs facilitated cartilage formation and regeneration in vivo. Altogether, our findings uncover essential roles of Mast4 in determining the fate of MSC development into cartilage or bone.","Controlling fate decision of mesenchymal stromal cells (MSC) is important for their clinical application. Here the authors demonstrate that TGF-β-induced Mast4 suppression and Wnt-mediated Mast4 stabilization regulate MSC differentiation into cartilage and bone, respectively.",2022-07-08
1527,Inherited MUTYH mutations cause elevated somatic mutation rates and distinctive mutational signatures in normal human cells,"Cellular DNA damage caused by reactive oxygen species is repaired by the base excision repair (BER) pathway which includes the DNA glycosylase MUTYH. Inherited biallelic MUTYH mutations cause predisposition to colorectal adenomas and carcinoma. However, the mechanistic progression from germline MUTYH mutations to MUTYH-Associated Polyposis (MAP) is incompletely understood. Here, we sequence normal tissue DNAs from 10 individuals with MAP. Somatic base substitution mutation rates in intestinal epithelial cells were elevated 2 to 4-fold in all individuals, except for one showing a 31-fold increase, and were also increased in other tissues. The increased mutation burdens were of multiple mutational signatures characterised by C > A changes. Different mutation rates and signatures between individuals are likely due to different MUTYH mutations or additional inherited mutations in other BER pathway genes. The elevated base substitution rate in normal cells likely accounts for the predisposition to neoplasia in MAP. Despite ubiquitously elevated mutation rates, individuals with MAP do not display overt evidence of premature ageing. Thus, accumulation of somatic mutations may not be sufficient to cause the global organismal functional decline of ageing.","Inherited mutations in MUTYH have been shown to predispose patients to colorectal cancers. Here, the authors show that MUTYH mutations lead to an increased somatic base substitution mutation rate in normal intestinal epithelial cells, which is the likely cause for the increased cancer risk.",2022-07-08
1528,Contrasting behaviour under pressure reveals the reasons for pyramidalization in tris(amido)uranium(III) and tris(arylthiolate) uranium(III) molecules,"A range of reasons has been suggested for why many low-coordinate complexes across the periodic table exhibit a geometry that is bent, rather a higher symmetry that would best separate the ligands. The dominating reason or reasons are still debated. Here we show that two pyramidal UX3 molecules, in which X is a bulky anionic ligand, show opposite behaviour upon pressurisation in the solid state. UN″3 (UN3, N″ = N(SiMe3)2) increases in pyramidalization between ambient pressure and 4.08 GPa, while U(SAr)3 (US3, SAr = S-C6H2-tBu3−2,4,6) undergoes pressure-induced planarization. This capacity for planarization enables the use of X-ray structural and computational analyses to explore the four hypotheses normally put forward for this pyramidalization. The pyramidality of UN3, which increases with pressure, is favoured by increased dipole and reduction in molecular volume, the two factors outweighing the slight increase in metal-ligand agostic interactions that would be formed if it was planar. The ambient pressure pyramidal geometry of US3 is favoured by the induced dipole moment and agostic bond formation but these are weaker drivers than in UN3; the pressure-induced planarization of US3 is promoted by the lower molecular volume of US3 when it is planar compared to when it is pyramidal.","The reasons for which many low-coordinate complexes exhibit bent geometry, rather than a higher symmetry, are still under debate. Here, the authors use high-pressure crystallography to examine whether low-coordinate f-block molecules become more planar or pyramidal under pressure; which happens is dictated by the dipole moment of the complex and the volume of the planar form.",2022-07-07
1529,Fluorescence turn on amine detection in a cationic covalent organic framework,"Ionic covalent organic frameworks (iCOFs) are new examples of porous materials and have shown great potential for various applications. When functionalized with suitable emission sites, guest uptake via the ionic moieties of iCOFs can cause a significant change in luminescence, making them excellent candidates for chemosensors. In here, we present a luminescence sensor in the form of an ionic covalent organic framework (TGH+•PD) composed of guanidinium and phenanthroline moieties for the detection of ammonia and primary aliphatic amines. TGH+•PD exhibits strong emission enhancement in the presence of selective primary amines due to the suppression of intramolecular charge transfer (ICT) with an ultra-low detection limit of 1.2 × 10‒7 M for ammonia. The presence of ionic moieties makes TGH+•PD highly dispersible in water, while deprotonation of the guanidinium moiety by amines restricts its ICT process and signals their presence by enhanced fluorescence emission. The presence of ordered pore walls introduces size selectivity among analyte molecules, and the iCOF has been successfully used to monitor meat products that release biogenic amine vapors upon decomposition due to improper storage.","Ionic covalent organic frameworks (iCOFs) are new examples of porous materials and show great potential for various applications. Here, the authors demonstrate functionalization of an iCOFs with suitable emission sites and application as chemosensor for amine detection with high sensitivity which can be used to monitor meat spoilage.",2022-07-07
1530,Audiovisual adaptation is expressed in spatial and decisional codes,The brain adapts dynamically to the changing sensory statistics of its environment. Recent research has started to delineate the neural circuitries and representations that support this cross-sensory plasticity. Combining psychophysics and model-based representational fMRI and EEG we characterized how the adult human brain adapts to misaligned audiovisual signals. We show that audiovisual adaptation is associated with changes in regional BOLD-responses and fine-scale activity patterns in a widespread network from Heschl’s gyrus to dorsolateral prefrontal cortices. Audiovisual recalibration relies on distinct spatial and decisional codes that are expressed with opposite gradients and time courses across the auditory processing hierarchy. Early activity patterns in auditory cortices encode sounds in a continuous space that flexibly adapts to misaligned visual inputs. Later activity patterns in frontoparietal cortices code decisional uncertainty consistent with these spatial transformations. Our findings suggest that regions within the auditory processing hierarchy multiplex spatial and decisional codes to adapt flexibly to the changing sensory statistics in the environment.,"The brain adapts dynamically to the statistics of its environment. Here, the authors use psychophysics and model-based representational fMRI and EEG to show that audiovisual recalibration relies on distinct spatial and decisional codes that are expressed with opposite gradients and time courses across the auditory processing hierarchy.",2022-07-07
1531,Biomimetic generation of the strongest known biomaterial found in limpet tooth,"The biomaterial with the highest known tensile strength is a unique composite of chitin and goethite (α-FeO(OH)) present in teeth from the Common Limpet (Patella vulgata). A biomimetic based on limpet tooth, with corresponding high-performance mechanical properties is highly desirable. Here we report on the replication of limpet tooth developmental processes ex vivo, where isolated limpet tissue and cells in culture generate new biomimetic structures. Transcriptomic analysis of each developmental stage of the radula, the organ from which limpet teeth originate, identifies sequential changes in expression of genes related to chitin and iron processing. We quantify iron and chitin metabolic processes in the radula and grow isolated radula cells in vitro. Bioinspired material can be developed with electrospun chitin mineralised by conditioned media from cultured radula cells. Our results inform molecular processes behind the generation of limpet tooth and establish a platform for development of a novel biomimetic with comparable properties.","The highest tensile strength biomaterial known exists in limpet teeth and replicating this material is of interest. Here, the authors report on the ex vivo growth of teeth and use of isolated limpet tissue and cells providing foundations for the development of this high-tensile biomaterial.",2022-07-07
1532,Light sources with bias tunable spectrum based on van der Waals interface transistors,"Light-emitting electronic devices are ubiquitous in key areas of current technology, such as data communications, solid-state lighting, displays, and optical interconnects. Controlling the spectrum of the emitted light electrically, by simply acting on the device bias conditions, is an important goal with potential technological repercussions. However, identifying a material platform enabling broad electrical tuning of the spectrum of electroluminescent devices remains challenging. Here, we propose light-emitting field-effect transistors based on van der Waals interfaces of atomically thin semiconductors as a promising class of devices to achieve this goal. We demonstrate that large spectral changes in room-temperature electroluminescence can be controlled both at the device assembly stage –by suitably selecting the material forming the interfaces– and on-chip, by changing the bias to modify the device operation point. Even though the precise relation between device bias and kinetics of the radiative transitions remains to be understood, our experiments show that the physical mechanism responsible for light emission is robust, making these devices compatible with simple large areas device production methods.","Here, the authors report the realization of light-emitting field-effect transistors based on van der Waals heterostructures with conduction and valence band edges at the Γ-point of the Brillouin zone, showing electrically tunable and material-dependent electroluminescence spectra at room temperature.",2022-07-07
1533,Biophysical impacts of northern vegetation changes on seasonal warming patterns,"The seasonal greening of Northern Hemisphere (NH) ecosystems, due to extended growing periods and enhanced photosynthetic activity, could modify near-surface warming by perturbing land-atmosphere energy exchanges, yet this biophysical control on warming seasonality is underexplored. By performing experiments with a coupled land-atmosphere model, here we show that summer greening effectively dampens NH warming by −0.15 ± 0.03 °C for 1982–2014 due to enhanced evapotranspiration. However, greening generates weak temperature changes in spring (+0.02 ± 0.06 °C) and autumn (−0.05 ± 0.05 °C), because the evaporative cooling is counterbalanced by radiative warming from albedo and water vapor feedbacks. The dwindling evaporative cooling towards cool seasons is also supported by state-of-the-art Earth system models. Moreover, greening-triggered energy imbalance is propagated forward by atmospheric circulation to subsequent seasons and causes sizable time-lagged climate effects. Overall, greening makes winter warmer and summer cooler, attenuating the seasonal amplitude of NH temperature. These findings demonstrate complex tradeoffs and linkages of vegetation-climate feedbacks among seasons.","The seasonal greening of Northern Hemisphere ecosystems due to extended growing periods and enhanced photosynthetic activity is, via experiments, shown to modify near-surface warming by perturbing land-atmosphere energy exchanges.",2022-07-07
1534,Multi-scale computer-aided design and photo-controlled macromolecular synthesis boosting uranium harvesting from seawater,"By integrating multi-scale computational simulation with photo-regulated macromolecular synthesis, this study presents a new paradigm for smart design while customizing polymeric adsorbents for uranium harvesting from seawater. A dissipative particle dynamics (DPD) approach, combined with a molecular dynamics (MD) study, is performed to simulate the conformational dynamics and adsorption process of a model uranium grabber, i.e., PAOm-b-PPEGMAn, suggesting that the maximum adsorption capacity with atomic economy can be achieved with a preferred block ratio of 0.18. The designed polymers are synthesized using the PET-RAFT polymerization in a microfluidic platform, exhibiting a record high adsorption capacity of uranium (11.4 ± 1.2 mg/g) in real seawater within 28 days. This study offers an integrated perspective to quantitatively assess adsorption phenomena of polymers, bridging metal-ligand interactions at the molecular level with their spatial conformations at the mesoscopic level. The established protocol is generally adaptable for target-oriented development of more advanced polymers for broadened applications.","Developing materials for uranium harvesting from seawater with high adsorption capacity remains challenging. Here, the authors develop a new protocol, by combining multi-scale computational simulations with the PET-RAFT polymerization, for rational design and precise synthesis of block copolymers with optimal architectures and atomic economy, achieving a capacity of 11.4 mg/g within 28 days.",2022-07-07
1535,Low-cost anti-mycobacterial drug discovery using engineered E. coli,"Whole-cell screening for Mycobacterium tuberculosis (Mtb) inhibitors is complicated by the pathogen’s slow growth and biocontainment requirements. Here we present a synthetic biology framework for assaying Mtb drug targets in engineered E. coli. We construct Target Essential Surrogate E. coli (TESEC) in which an essential metabolic enzyme is deleted and replaced with an Mtb-derived functional analog, linking bacterial growth to the activity of the target enzyme. High throughput screening of a TESEC model for Mtb alanine racemase (Alr) revealed benazepril as a targeted inhibitor, a result validated in whole-cell Mtb. In vitro biochemical assays indicated a noncompetitive mechanism unlike that of clinical Alr inhibitors. We establish the scalability of TESEC for drug discovery by characterizing TESEC strains for four additional targets.",Whole-cell screening for Mycobacterium tuberculosis inhibitors is complicated by the pathogen’s slow growth and biocontainment requirements. Here the authors develop engineered E. coli as a synthetic biology tool to express and screen metabolic targets from Mycobacterium tuberculosis.,2022-07-07
1536,Ultrahigh transverse thermoelectric power factor in flexible Weyl semimetal WTe2,"Topological semimetals are well known for their interesting physical properties, while their mechanical properties have rarely received attention. With the increasing demand for flexible electronics, we explore the great potential of the van der Waals bonded Weyl semimetal WTe2 for flexible thermoelectric applications. We find that WTe2 single crystals have an ultrahigh Nernst power factor of ~3 Wm−1K−2, which outperforms the conventional Seebeck power factors of the state-of-the-art thermoelectric semiconductors by 2–3 orders of magnitude. A unique band structure that hosts compensated electrons and holes with extremely high mobilities is the primary mechanism for this huge Nernst power factor. Moreover, a large Ettingshausen signal of ~5 × 10−5 KA−1m is observed at 23.1 K and 9 T. In this work, the combination of the exceptional Nernst–Ettingshausen performance and excellent mechanical transformative ability of WTe2 would be instructive for flexible micro-/nano-thermoelectric devices.","Flexible thermoelectrics are of great interest with increasing demand of flexible and wearable electronics. Here, the authors demonstrate that the Weyl semimetal, WTe2, has a high Nernst power factor and great mechanical flexibility.",2022-07-07
1537,Inhibitory role of Annexin A1 in pathological bone resorption and therapeutic implications in periprosthetic osteolysis,"There is currently no therapy available for periprosthetic osteolysis, the most common cause of arthroplasty failure. Here, the role of AnxA1 in periprosthetic osteolysis and potential therapeutics were investigated. Reducing the expression of AnxA1 in calvarial tissue was found to be associated with increased osteolytic lesions and the osteolytic lesions induced by debris implantation were more severe in AnxA1-defecient mice than in wild-type mice. AnxA1 inhibits the differentiation of osteoclasts through suppressing NFκB signaling and promoting the PPAR-γ pathway. Administration of N-terminal-AnxA1 (Ac2-26 peptide) onto calvariae significantly reduced osteolytic lesions triggered by wear debris. These therapeutic effects were abrogated in mice that had received the PPAR-γ antagonist, suggesting that the AnxA1/PPAR-γ axis has an inhibitory role in osteolysis. The administration of Ac2–26 suppressed osteolysis induced by TNF-α and RANKL injections in mice. These findings indicate that AnxA1 is a potential therapeutic agent for the treatment of periprosthetic osteolysis.",Periprosthetic osteolysis is a cause of arthroplasty failure without available therapies. Here the authors show that Annexin A1 (AnxA1) is involved in in periprosthetic osteolysis and exerts potential therapeutic effects through suppressing NFκB signaling and promoting the PPAR-γ pathway resulting in inhibition of inflammation and osteoclasts differentiation induced by wear debris.,2022-07-07
1538,A plasmid system with tunable copy number,"Plasmids are one of the most commonly used platforms for genetic engineering and recombinant gene expression in bacteria. The range of available copy numbers for cloning vectors is largely restricted to the handful of Origins of Replication (ORIs) that have been isolated from plasmids found in nature. Here, we introduce two systems that allow for the continuous, finely-tuned control of plasmid copy number between 1 and 800 copies per cell: a plasmid with an anhydrotetracycline-controlled copy number, and a parallelized assay that is used to generate a continuous spectrum of 1194 ColE1-based copy number variants. Using these systems, we investigate the effects of plasmid copy number on cellular growth rates, gene expression, biosynthesis, and genetic circuit performance. We perform single-cell timelapse measurements to characterize plasmid loss, runaway plasmid replication, and quantify the impact of plasmid copy number on the variability of gene expression. Using our assay, we find that each plasmid imposes a 0.063% linear metabolic burden on their hosts, hinting at a simple relationship between metabolic burdens and plasmid DNA synthesis. Our systems enable the precise control of gene expression, and our results highlight the importance of tuning plasmid copy number as a powerful tool for the optimization of synthetic biological systems.","The range of available copy numbers for cloning vectors is largely restricted to the handful of ORIs that have been isolated from plasmids found in nature. Here the authors introduce a plasmid system that allow for the continuous, finely-tuned control of plasmid copy number between 1 and 800 copies per cell.",2022-07-07
1539,Nucleotide mismatches prevent intrinsic self-silencing of hpRNA transgenes to enhance RNAi stability in plants,"Hairpin RNA (hpRNA) transgenes are the most successful RNA interference (RNAi) method in plants. Here, we show that hpRNA transgenes are invariably methylated in the inverted-repeat (IR) DNA and the adjacent promoter, causing transcriptional self-silencing. Nucleotide substitutions in the sense sequence, disrupting the IR structure, prevent the intrinsic DNA methylation resulting in more uniform and persistent RNAi. Substituting all cytosine with thymine nucleotides, in a G:U hpRNA design, prevents self-silencing but still allows for the formation of hpRNA due to G:U wobble base-pairing. The G:U design induces effective RNAi in 90–96% of transgenic lines, compared to 57–65% for the traditional hpRNA design. While a traditional hpRNA transgene shows increasing self-silencing from cotyledons to true leaves, its G:U counterpart avoids this and induce RNAi throughout plant growth. Furthermore, siRNAs from G:U and traditional hpRNA show different characteristics and appear to function via different pathways to induce target DNA methylation.","Long hairpin RNA (hpRNA) transgenes are the most widely used RNAi technology in plants, but are potentially subject to self-induced transcriptional silencing. Here, the authors show nucleotide mismatches prevent intrinsic self-silencing of hpRNA transgenes in Arabidopsis and tobacco.",2022-07-07
1540,A cryptic third active site in cyanophycin synthetase creates primers for polymerization,"Cyanophycin is a nitrogen reserve biopolymer in many bacteria that has promising industrial applications. Made by cyanophycin synthetase 1 (CphA1), it has a poly-L-Asp backbone with L-Arg residues attached to each aspartate sidechain. CphA1s are thought to typically require existing segments of cyanophycin to act as primers for cyanophycin polymerization. In this study, we show that most CphA1s will not require exogenous primers and discover the surprising cause of primer independence: CphA1 can make minute quantities of cyanophycin without primer, and an unexpected, cryptic metallopeptidase-like active site in the N-terminal domain of many CphA1s digests these into primers, solving the problem of primer availability. We present co-complex cryo-EM structures, make mutations that transition CphA1s between primer dependence and independence, and demonstrate that primer dependence can be a limiting factor for cyanophycin production in heterologous hosts. In CphA1, domains with opposite catalytic activities combine into a remarkable, self-sufficient, biosynthetic nanomachine.",Cyanophycin synthetase CphA1 polymerizes Asp and Arg into the nitrogen reserve polymer cyanophycin using two active sites. Sharon et al. show CphA1 has a cryptic 3rd active site that cleaves cyanophycin into primers for self-sufficient biosynthesis.,2022-07-07
1541,Highly robust and soft biohybrid mechanoluminescence for optical signaling and illumination,"Biohybrid is a newly emerging and promising approach to construct soft robotics and soft machines with novel functions, high energy efficiency, great adaptivity and intelligence. Despite many unique advantages of biohybrid systems, it is well known that most biohybrid systems have a relatively short lifetime, require complex fabrication process, and only remain functional with careful maintenance. Herein, we introduce a simple method to create a highly robust and power-free soft biohybrid mechanoluminescence, by encapsulating dinoflagellates, bioluminescent unicellular marine algae, into soft elastomeric chambers. The dinoflagellates retain their intrinsic bioluminescence, which is a near-instantaneous light response to mechanical forces. We demonstrate the robustness of various geometries of biohybrid mechanoluminescent devices, as well as potential applications such as visualizing external mechanical perturbations, deformation-induced illumination, and optical signaling in a dark environment. Our biohybrid mechanoluminescent devices are ultra-sensitive with fast response time and can maintain their light emission capability for weeks without special maintenance.","Despite the advantages of biohybrid systems for soft robotics, most systems have short lifetime, require complex fabrication, and only remain functional with careful maintenance. Here, the authors report biohybrid mechanoluminescence in soft elastomer-encapsulated bioluminescent dinoflagellates.",2022-07-07
1542,Characterization of core fucosylation via sequential enzymatic treatments of intact glycopeptides and mass spectrometry analysis,"Core fucosylation of N-linked glycoproteins has been linked to the functions of glycoproteins in physiological and pathological processes. However, quantitative characterization of core fucosylation remains challenging due to the complexity and heterogeneity of N-linked glycosylation. Here we report a mass spectrometry-based method that employs sequential treatment of intact glycopeptides with enzymes (STAGE) to analyze site-specific core fucosylation of glycoproteins. The STAGE method utilizes Endo F3 followed by PNGase F treatment to generate mass signatures for glycosites that are formerly modified by core fucosylated N-linked glycans. We benchmark the STAGE method and use it to characterize site specific core fucosylation of glycoproteins from human hepatocellular carcinoma and pancreatic ductal adenocarcinoma, resulting in the identification of 1130 and 782 core fucosylated glycosites, respectively. These results indicate that our STAGE method enables quantitative characterization of core fucosylation events from complex protein mixtures, which may benefit our understanding of core fucosylation functions in various diseases.","Core fucosylation of N-linked glycoproteins has been linked to physiological and pathological processes. Here, the authors develop a mass spectrometry-based method that utilizes Endo F3 followed by PNGase F treatment to quantify site-specific glycoprotein core fucosylation in protein mixtures.",2022-07-07
1543,Nanoscale organization of two-dimensional multimeric pMHC reagents with DNA origami for CD8+ T cell detection,"Peptide-MHC (pMHC) multimers have excelled in the detection of antigen-specific T cells and have allowed phenotypic analysis using other reagents, but their use for detection of low-affinity T cells remains a challenge. Here we develop a multimeric T cell identifying reagent platform using two-dimensional DNA origami scaffolds to spatially organize pMHCs (termed as dorimers) with nanoscale control. We show that these dorimers enhance the binding avidity for low-affinity antigen-specific T cell receptors (TCRs). The dorimers are able to detect more antigen-specific T cells in mouse CD8+ T cells and early-stage CD4+CD8+ double-positive thymocytes that express less dense TCRs, compared with the equivalent tetramers and dextramers. Moreover, we demonstrate dorimer function in the analysis of autoimmune CD8+ T cells that express low-affinity TCRs, which are difficult to detect using tetramers. We anticipate that dorimers could contribute to the investigation of antigen-specific T cells in immune T cell function or immunotherapy applications.",MHC-peptide multimers are important reagents for detecting antigen specific T cells. Here the authors show that DNA scaffolds can be used to make MHC-peptide multimers and the avidity controlled so that low abundance or T cells with low affinity TCR can be detected using these reagents.,2022-07-07
1544,TET1 dioxygenase is required for FOXA2-associated chromatin remodeling in pancreatic beta-cell differentiation,"Existing knowledge of the role of epigenetic modifiers in pancreas development has exponentially increased. However, the function of TET dioxygenases in pancreatic endocrine specification remains obscure. We set out to tackle this issue using a human embryonic stem cell (hESC) differentiation system, in which TET1/TET2/TET3 triple knockout cells display severe defects in pancreatic β-cell specification. The integrative whole-genome analysis identifies unique cell-type-specific hypermethylated regions (hyper-DMRs) displaying reduced chromatin activity and remarkable enrichment of FOXA2, a pioneer transcription factor essential for pancreatic endoderm specification. Intriguingly, TET depletion leads to significant changes in FOXA2 binding at the pancreatic progenitor stage, in which gene loci with decreased FOXA2 binding feature low levels of active chromatin modifications and enriches for bHLH motifs. Transduction of full-length TET1 but not the TET1-catalytic-domain in TET-deficient cells effectively rescues β-cell differentiation accompanied by restoring PAX4 hypomethylation. Taking these findings together with the defective generation of functional β-cells upon TET1-inactivation, our study unveils an essential role of TET1-dependent demethylation in establishing β-cell identity. Moreover, we discover a physical interaction between TET1 and FOXA2 in endodermal lineage intermediates, which provides a mechanistic clue regarding the complex crosstalk between TET dioxygenases and pioneer transcription factors in epigenetic regulation during pancreas specification.","Here the authors show that TET1 is required for the generation of functional insulin-producing cells, FOXA2 physically interacts with TET1 and contributes to specific recruitment of TET1 to mediate chromatin opening at the regulatory elements of pancreatic lineage determinants.",2022-07-07
1545,Sex-specific regulation of inhibition and network activity by local aromatase in the mouse hippocampus,"Cognitive function relies on a balanced interplay between excitatory and inhibitory neurons (INs), but the impact of estradiol on IN function is not fully understood. Here, we characterize the regulation of hippocampal INs by aromatase, the enzyme responsible for estradiol synthesis, using a combination of molecular, genetic, functional and behavioral tools. The results show that CA1 parvalbumin-expressing INs (PV-INs) contribute to brain estradiol synthesis. Brain aromatase regulates synaptic inhibition through a mechanism that involves modification of perineuronal nets enwrapping PV-INs. In the female brain, aromatase modulates PV-INs activity, the dynamics of network oscillations and hippocampal-dependent memory. Aromatase regulation of PV-INs and inhibitory synapses is determined by the gonads and independent of sex chromosomes. These results suggest PV-INs are mediators of estrogenic regulation of behaviorally-relevant activity.","Using a combination of molecular, genetic, functional and behavioural tools, this study describes the impact of brain synthesized estrogen in inhibitory neuronal function, network oscillations and hippocampal dependent memory.",2022-07-07
1546,Modulating mitofusins to control mitochondrial function and signaling,"Mitofusins reside on the outer mitochondrial membrane and regulate mitochondrial fusion, a physiological process that impacts diverse cellular processes. Mitofusins are activated by conformational changes and subsequently oligomerize to enable mitochondrial fusion. Here, we identify small molecules that directly increase or inhibit mitofusins activity by modulating mitofusin conformations and oligomerization. We use these small molecules to better understand the role of mitofusins activity in mitochondrial fusion, function, and signaling. We find that mitofusin activation increases, whereas mitofusin inhibition decreases mitochondrial fusion and functionality. Remarkably, mitofusin inhibition also induces minority mitochondrial outer membrane permeabilization followed by sub-lethal caspase-3/7 activation, which in turn induces DNA damage and upregulates DNA damage response genes. In this context, apoptotic death induced by a second mitochondria-derived activator of caspases (SMAC) mimetic is potentiated by mitofusin inhibition. These data provide mechanistic insights into the function and regulation of mitofusins as well as small molecules to pharmacologically target mitofusins.","Mitofusins regulate mitochondrial fusion. Here the authors identify small molecules that activate or inhibit mitofusins’ activity and modulate mitochondrial fusion and functionality. Inhibition of mitochondrial fusion promotes minority MOMP, caspase-3/7 activation, and DNA damage.",2022-07-07
